product_name,quantity,nutrition-score-fr_100g,nutriscore_score,nutriscore_grade,brands,origins,ingredients_text,countries,labels,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,sodium_100g,additives,vitamin-c_100g,nova_group,pnns_groups_1,pnns_groups_2
Le jus orange pamplemousse a la framboise,,,,,Monoprix,,Jus d'orange 50% - jus de pamplemousse 35% - purée de framboise 15%.,France,,42.0,0.1,0.1,8.8,8.8,0.012,,,,unknown,unknown
orange 100% pur jus avec pulpe,,1.0,1.0,b,,,Jus d'orange* 97% - pulpe d'orange* 3%. * ingrédients issus de l'agriculture biologique.,France,"Bio, Bio européen, FR-BIO-01, AB Agriculture Biologique ",34.0,0.0,0.0,8.5,8.5,0.0,,,1.0,Beverages,Fruit juices
Pur jus d'orange fraîchement pressé,75 cl,2.0,2.0,c,"U Saveurs,U",,100% jus d'orange,France,Recyclé plastique,37.0,0.1,0.0,8.3,7.8,0.0,,0.03,1.0,Beverages,Fruit juices
Pur jus d'orange,,,,,Tentation de Fruits,,,France,,45.0,0.5,0.1,9.3,9.3,,,,,Beverages,Fruit juices
Pur jus d’orange bio,,13.0,13.0,e,Feria,,,France,"Bio, Sans sucre ajouté, Sans colorants, Sans conservateurs ",43.0,0.18,0.0,9.2,9.2,0.0,,,,unknown,unknown
Pur jus d'orange,1 L,,,,Bonneterre,,Jus d'orange.,France,Bio ,48.0,0.1,,11.0,10.0,0.0,,,1.0,Beverages,Fruit juices
Pur jus d'orange ,20 cl,,,,Evernat,,Jus d'orange (100%).,France,"Bio, Bio européen, AB Agriculture Biologique, Agriculture UE/Non UE, en:FSC, en:fsc-c014047 ",43.0,,,9.9,8.6,0.0,,0.028,1.0,Beverages,Fruit juices
pur jus d\'orange,,,,,evernat,,,France,,,,,,,,,,,unknown,unknown
Pur jus d’orange,,2.0,2.0,c,,,,France,,43.0,0.0,0.0,9.9,8.6,0.0,,,,Beverages,Fruit juices
", jus d'orange",,3.0,3.0,c,,,,France,,46.0,0.5,0.1,10.0,8.0,0.008,,,,Beverages,Fruit juices
Pur jus pomme orange passion,,4.0,4.0,c,Pressoirs De Provence,,"Jus de pomme (70%) jus d'orange (25%), jus de passion (5%).",France,,50.0,0.5,0.1,11.0,10.0,0.004,,,1.0,Beverages,Fruit juices
Jus d'orange à base de jus concentré,1 l,3.0,3.0,c,Netto,,Jus d'orange à base de jus concentré.,France,Sans sucre ajouté,43.0,0.5,0.05,10.5,10.0,0.004,,,1.0,Beverages,Fruit juices
Nectar d'orange à base de jus concentré avec édulcorant,2 l,5.0,5.0,c,"Top budget,Top-budget",,"Jus d'orange à base de jus concentré, eau, édulcorant : glycoside de stérviol.",France,,20.0,0.5,0.1,5.0,4.8,0.004,,,4.0,Beverages,Fruit nectars
Jus d'orange à base de jus concentré,20 cl,2.0,2.0,c,Rochambeau,,,France,,39.0,0.5,0.5,8.9,8.2,0.012,,,,Beverages,Fruit juices
Pur jus d'orange,,10.0,10.0,e,Rochambeau,,"Jus d'orange, vitamine C.",France,,40.0,0.0,0.0,9.4,8.7,0.0,,,1.0,Beverages,Unsweetened beverages
Pur jus d'orange,,4.0,4.0,c,,,jus d'orange,France,,45.0,0.5,0.1,9.3,9.3,0.0,,,1.0,Beverages,Fruit juices
Pur jus d'orange,,4.0,4.0,c,Gilbert,,,France,Bio ,44.0,0.5,0.30000001192093,9.3000001907349,9.1999998092651,0.0,,,,Beverages,Fruit juices
Pur jus d'orange,,3.0,3.0,c,Gilbert,,,France,,42.0,0.5,0.0,9.6000003814697,9.6000003814697,0.0,,,,Beverages,Fruit juices
Pour jus d orange,,,,,,,,France,,42.0,0.5,0.4,9.3,9.3,0.0,,,,unknown,unknown
Pur jus d’orange,,,,,,,,France,,42.0,0.5,0.1,9.3,9.3,0.0,,,,unknown,unknown
pur jus bio orange,,3.0,3.0,c,Pressade,,Jusdlorange,France,Bio ,44.0,0.0,0.0,10.0,8.5,0.0,,,,Beverages,Fruit juices
Pur jus d'orange,,4.0,4.0,c,,,,France,,45.0,0.5,0.10000000149012,9.6000003814697,9.6000003814697,0.0,,,,Beverages,Fruit juices
Pur jus d'orange,1 L,5.0,5.0,c,La Source du Verger,,jus d'orange pur jus.,France,,35.0,0.10000000149012,0.10000000149012,10.800000190735,8.3000001907349,0.4,,,,Beverages,Fruit juices
Pur jus d'oranges,,,,,,,,France,,,,,,,,,,,Beverages,Fruit juices
Jus d'orange à base de jus d'orange concentré,1 L,3.0,3.0,c,Eco+,,Jus d'orange à base de jus concentré.,France,,47.0,0.1,0.0,11.2,8.4,0.004,,,1.0,Beverages,Fruit juices
Pur jus d'orange avec pulpe,1 L,2.0,2.0,c,Eco+,,,France,,38.0,0.5,0.10000000149012,8.6999998092651,8.6999998092651,0.003999999910593,,,,Beverages,Fruit juices
Pur jus d'orange 2L,2 litres,2.0,2.0,c,Eco+,,Jus d'orange,France,,38.0,0.05,0.05,9.0,9.0,0.0004,,,1.0,Beverages,Fruit juices
Pur jus d'orange sans pulpe U,,,,,,,,France,,35.0,0.5,0.1,8.1,8.1,,,,,Beverages,Fruit juices
Pur jus citron orange,,8.0,8.0,d,Jardin Bio,,"INGRÉDIENT jus de citron* 5096, jus d'orange* 50%. *Ingrédients issus de l'agriculture biologique. Origine Italie.",France,Bio ,42.0,0.3,0.1,9.4,5.1,0.0,,,1.0,Beverages,Unsweetened beverages
Jus d'orange 100% pur jus,,,,,,,,France,,,,,,,,,,,Beverages,Fruit juices
Jus d'orange 100% pur jus,,,,,E.Leclerc,,,France,Sans conservateurs,,,,,,,,,,Beverages,Fruit juices
Pur jus d'orange,,3.0,3.0,c,Sill,,jus orange 100%,France,,45.0,0.0,0.0,11.0,8.0,0.0,,,1.0,Beverages,Fruit juices
Jus d'orange 100% jus,1 L,2.0,2.0,c,Spring valley,,,France,,40.0,0.0,0.0,9.5,9.0,0.008,,,,Beverages,Fruit juices
Pur jus d'orange,,4.0,4.0,c,,,,France,,46.0,0.0,0.0,10.7,9.1,0.0,,,,Beverages,Fruit juices
jus d’orange,,,,,,,,France,,,,,,,,,,,unknown,unknown
Nu pur jus d'orange,,2.0,2.0,c,,,,France,"Bio, Bio européen, AB Agriculture Biologique ",39.0,0.1,0.0,8.7,8.7,0.004,,,,Beverages,Fruit juices
Pur jus d'orange pressée,,,,,,,,France,,39.0,0.0,0.0,9.4,8.7,,,,,Beverages,Fruit juices
Pur jus orange,2L,2.0,2.0,c,Carrefour,,"Jus d'orange, pulpe (3%).",France,Fabriqué en France,39.0,0.0,0.0,9.0,9.0,0.0,,0.02,1.0,Beverages,Fruit juices
Pur jus d'orange,1 L e,2.0,2.0,c,"Carrefour Discount,Produits Blancs",,"Jus d'orange (50 %), jus d'orange à base de concentré (50 %).",France,"Point Vert, Fabriqué en Espagne, Triman",37.0,0.01,0.01,8.4,8.4,0.0,,0.02,1.0,Beverages,Fruit juices
Pur jus orange sans pulpe,50 cl,4.0,4.0,c,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour",Brésil,Jus d'orange.,France,"Labels de distributeurs, Qualité Carrefour, Point Vert, Fabriqué en France, Pur jus, Testé par le panel test Carrefour, Eco-Emballages",46.0,0.2,0.0,10.2,10.2,0.012,,,1.0,Beverages,Fruit juices
100% pur jus orange d'Espagne avec pulpe,"1,75 L",3.0,3.0,c,Carrefour,Espagne,"Ingrédients Ingrediënten Jus d'orange, pulpe (3%) sappelsap, pulp (3%)",France,Fabriqué en Espagne,47.0,0.0,0.0,11.0,8.8,0.0,,0.033,,Beverages,Fruit juices
Pur jus d'orange pulpé,1 l,2.0,2.0,c,Carrefour,,"Jus d'orange, pulpe 3%.",France,"Labels de distributeurs, Qualité Carrefour, Sans conservateurs",38.0,0.0,0.0,9.0,9.0,0.0,,0.02,1.0,Beverages,Fruit juices
Pur jus orange,1 L,,,,Carrefour,,,France,,,,,,,0.0,,,,Beverages,Fruit juices
Pur jus orange pulpé,"1,5 L e",5.0,5.0,c,Carrefour,,"Jus d'orange, pulpe 3 %.",France,"Fabriqué en France, Pur jus, Triman",46.0,0.0,0.0,11.0,11.0,0.012,,0.024,1.0,Beverages,Fruit juices
100% Pur jus orange Avec pulpe,1 l,2.0,2.0,c,Carrefour,"Union Européenne,Hors Union Européenne","Jus d'orange, pulpe d'orange (3%)",France,"Point Vert, Fabriqué en France, Pur jus, Source de vitamine C, Tidy man, Avec pulpe, Eco-Emballages",38.0,0.0,0.0,8.7,8.7,0.0,,0.02,1.0,Beverages,Fruit juices
Bon app' pur jus orange pressée,33 cl,2.0,2.0,c,Bon App',,Jus d'orange.,France,Fabriqué en France,41.0,0.0,0.0,9.1,8.7,0.0,,,1.0,Beverages,Fruit juices
100% pur jus orange Sans pulpe,1 l,2.0,2.0,c,Carrefour,,,France,Source de vitamine C,39.0,0.5,0.0,8.7,8.7,0.0,,,,Beverages,Fruit juices
Carrefour bio jus d'orange avec pulpe,,,,,Carrefour,,"Jus d'orange dont pulpe (4%), biolo-gique. Préparation : Agitez délicatement avant d'ouvrir et servez",France,"Bio, Bio européen, Nutriscore, Nutriscore C, AB Agriculture Biologique ",40.0,0.0,0.0,9.0,9.0,,,,,Beverages,Fruit juices
Pur jus d'orange,2 l,3.0,3.0,c,"Jafaden,Marque Repère",,Jus d'orange.,France,"Peu ou pas de sucre, Point Vert, Sans sucre ajouté, Sans conservateurs, Pur jus",,0.5,0.1,9.5,9.5,0.0,,0.025,1.0,Beverages,Fruit juices
Jus d\'orange pur jus sans pulpe,,,,,Jafaden,,,France,,,,,,,,,,,Beverages,Fruit juices
jus d\'orange,,,,,jafaden,,,France,,,,,,,,,,,unknown,unknown
Pur jus d'orange de Floride,1 l,2.0,2.0,c,"Jafaden,Marque Repère",,"Jus d'orange, pulpe d'orange 3%",France,en:FSC ,,0.1,0.0,9.4,8.7,0.0,,0.02,1.0,Beverages,Fruit juices
Pur jus orange sans pulpe,,,,,,,,France,,38.0,0.5,0.10000000149012,8.6999998092651,8.6999998092651,,,,,Beverages,Fruit juices
jus d\'orange,,,,,jafaden,,,France,,,,,,,,,,,unknown,unknown
Pur jus d'orange pulpe pet,1 l,3.0,3.0,c,"Jafaden,Marque Repère",,"Jus d'orange, pulpe 3 %, vitamine C.",France,,,0.5,0.1,9.3,9.3,0.0,,0.024,1.0,Beverages,Fruit juices
Pur jus d'orange sans pulple,1 l,2.0,2.0,c,"Jafaden,Marque Repère",,Jus d'orange sans pulpe [facultatif],France,"100% naturel, Point Vert, Pur jus, Source-de-vitamine-c",,0.5,0.1,8.7,8.7,0.0,,0.02,1.0,Beverages,Fruit juices
Pur jus orange sanguine,1 l,2.0,2.0,c,"Jafaden,Marque Repère",,Jus d'orange sanguine,France,,,0.5,0.0,9.4,8.7,0.0,,,1.0,Beverages,Fruit juices
Pur jus d'orange avec pulpe,1 l,2.0,2.0,c,"Jafaden,Marque Repère",,"Jus d'orange, pulpe d'orange 4 %.",France,en:FSC ,,0.5,0.1,8.7,8.7,0.0,,0.02,1.0,Beverages,Fruit juices
Pur jus d'orange de Floride réfrigéré - brique,2 l,2.0,2.0,c,"Jafaden,Marque Repère",,"Jus d'orange, pulpe d'orange 4%.",France,Source de vitamine C,,0.5,0.1,8.7,8.7,0.0,,0.02,1.0,Beverages,Fruit juices
Jafaden 100% pur jus d’orange sans pulpe,1 l,4.0,4.0,c,"Jafaden,Marque Repère",,100% pur jus d'orange sans pulpe pressé,France,"Nutriscore, Nutriscore D, Impact environnement réduit",43.0,0.4,0.09,9.7,9.7,0.0036,,0.024,1.0,Beverages,Fruit juices
pur jus d orange,,,,,jafaden,,,France,,,,,,,,,,,unknown,unknown
Pur jus d'orange Brésil,1 L,1.0,1.0,b,"Jafaden,Marque Repère",Brésil,JUS D'ORANGE,France,"Sans sucre ajouté, Nutriscore, Nutriscore C",36.0,0.0,0.0,8.3,8.3,0.0,,0.02,1.0,Beverages,Fruit juices
Pur jus d'orange riche en pulpe,1 l,2.0,2.0,c,"Jafaden,Marque Repère",,Jus d'orange (dont pulpe 6%).,France,,,0.5,0.1,8.9,8.9,0.0,,,1.0,Beverages,Fruit juices
Pur jus orange carotte banane,1 l,2.0,2.0,c,"Jafaden,Marque Repère",,"Jus d'orange 81,6%, jus et purée de carotte 10,6%, purée de banane 7,2%, jus de citron 0,6%.",France,,,0.5,0.1,9.0,9.0,0.0,,,1.0,Beverages,Fruit juices
"Pur jus d'orange, ananas et mangue",1 l,4.0,4.0,c,"Jafaden,Marque Repère",,"Jus d'orange 45%, jus d'ananas 45%, purée de mangue 10%.",France,,,0.5,0.1,9.8,9.8,0.0,,,1.0,Beverages,Fruit juices
Pur jus orange clementine raisin banane,1 l,5.0,5.0,c,"Jafaden,Marque Repère",France,"Jus d'orange 50%, jus de clémentine 25%, jus de raisin 15%, purée de banane 10%.",France,"Pur jus, Source-de-vitamine-c",,0.5,0.1,11.0,11.0,0.0,,0.012,1.0,Beverages,Fruit juices
Pur jus d'orange sans pulpe,2 l,2.0,2.0,c,"Jafaden,Marque Repère",,Jus d'orange sans pulpe,France,,,0.5,0.1,8.7,8.7,0.0,,0.02,1.0,Beverages,Fruit juices
Pur jus d'orange sans pulpe,2 l,4.0,4.0,c,"Jafaden,Marque Repère",,,France,,,0.5,0.1,9.7,9.7,0.0,,24.0,,Beverages,Fruit juices
Pur jus d'orange,4 x 20 cl,2.0,2.0,c,"Jafaden,Marque Repère",,,France,,,0.5,0.1,9.0,9.0,0.0,,,,Beverages,Fruit juices
Pur jus d'orange sans pulpe,50 cl,5.0,5.0,c,"Jafaden,Marque Repère",,•100.0% orange,France,,,0.5,0.1,11.0,11.0,0.0,,,1.0,Beverages,Fruit juices
Pur jus d'orange pulpe,"1,5 l",3.0,3.0,c,"Jafaden,Marque Repère",,"Jus d'orange, pulpe 3 %, vitamine C.",France,"Pure juice, en:nutriscore-grade-d",,0.5,0.1,9.3,9.3,0.0,,0.024,1.0,Beverages,Fruit juices
100% pur jus d'orange Jafaden Sans pulpe 6x1.5L,,5.0,5.0,c,Jafaden,,,France,,47.0,0.5,0.1,11.0,11.0,0.004,,,,Beverages,Fruit juices
Pur jus d'orange,1 l,5.0,5.0,c,"Jafaden,Marque Repère",,Jus d'orange,France,"Sans sucre ajouté, Pur jus, Riche en vitamine C",,0.5,0.1,11.0,11.0,0.0,,,1.0,Beverages,Fruit juices
"100% pur jus orange, mangue, citron vert",,,,,JAFADEN,,,France,,,,,,,,,,,Beverages,Fruit juices
"Pur jus d'orange, mangue et citron vert",1 l,3.0,3.0,c,"Jafaden,Marque Repère",,"Jus d'orange (89%), purée de mangue (9%), jus de citron vert (2%).",France,Sans sucre ajouté,,0.5,0.1,9.5,9.5,0.0,,,1.0,Beverages,Fruit juices
"Pur jus d'orange, pêche et abricot",1 l,1.0,1.0,b,"Jafaden,Marque Repère",,"Jus d'orange (75%), purée de pêche (20%), purée d'abricot (5%).",France,Sans sucre ajouté,,0.5,0.1,8.7,8.7,0.0,,,1.0,Beverages,Fruit juices
jus d\'orange pur jus selection douceur,,,,,JAFADEN,,,France,,,,,,,,,,,unknown,unknown
Pur jus d'orange,1 l,5.0,5.0,c,"Bio Village,Marque Repère",UE,JUS D'ORANGE ISSU DE L'AGRICULTURE BIOLOGIQUE,France,"Bio, Bio européen, Agriculture UE, FR-BIO-01, Sans sucre ajouté, AB Agriculture Biologique ",,0.5,0.1,11.0,11.0,0.0,,,1.0,Beverages,Fruit juices
Pur jus d'orange Bio,1 l,4.0,4.0,c,"Bio Village,Marque Repère",,"Jus d'orange* 96 %, pulpe d'orange* 4 %.",France,"Bio, Bio européen, Agriculture non UE, ES-ECO-024-MU, Agriculture UE, Agriculture UE/Non UE, AB Agriculture Biologique ",,0.5,0.0,11.0,10.0,0.0,,0.02,1.0,Beverages,Fruit juices
100% pur jus d\'orange,,,,,Bio Village,,,France,,,,,,,,,,,unknown,unknown
Pur jus d'orange bio,6 x 20 cl,4.0,4.0,c,"Bio Village,Marque Repère",,Jus d'orange issu de l'agriculture biologique,France,"Bio, Bio européen, DE-ÖKO-007, en:FSC, FSC Mix, Point Vert, Sans sucre ajouté, AB Agriculture Biologique ",,0.5,0.1,10.0,10.0,0.0,,0.02,1.0,Beverages,Fruit juices
Pur jus d'orange bio avec pulpe,1 l,5.0,5.0,c,"Bio Village,Marque Repère,leclerc",,"Jus d'orange**, pulpes d'orange** 2 %. ** Ingrédients issus de l'agriculture biologique.",France,"Bio, Bio européen, Agriculture non UE, Agriculture UE, Agriculture UE/Non UE, Point Vert, Sans sucre ajouté, Nutriscore, Pur jus, AB Agriculture Biologique ",,0.5,0.1,11.0,11.0,0.0,,,1.0,Beverages,Fruit juices
"100% pur jus orange, carotte, citron",1 l,1.0,1.0,b,"Bio Village,Marque Repère",,"Jus d'orange** 60 %, jus de carotte** 38,4 %, jus de citron** 1,6 %. ** Ingrédients issus de l'agriculture biologique.",France,"Bio, Bio européen, AB Agriculture Biologique, Agriculture UE/Non UE, Sans sucre ajouté, Nutriscore, Nutriscore B ",35.0,0.5,0.1,7.6,7.6,0.0,,,1.0,Beverages,Fruit juices
100% pur jus orange carotte cirtron,,,,,bio village,,,France,,,,,,,,,,,unknown,unknown
100% pur jus - orange sans pulpe,,,,,,,,France,,35.0,0.0,0.0,8.1,8.1,,,,,unknown,unknown
100% pur jus d’orange avec pulpe,,,,,,,,France,,35.0,0.5,0.0,8.1,8.1,,,,,unknown,unknown
jus d’orange,,,,,,,,France,,48.0,0.10000000149012,0.0,10.89999961853,9.3000001907349,,,,,unknown,unknown
Pur jus orange Brésil,1 L,2.0,2.0,c,Grand frais,Brésil,jus d'orange.,France,,42.0,0.1,0.0,9.4,8.7,0.012,,0.02,1.0,Beverages,Fruit juices
Pur jus d'orange bio,,5.0,5.0,c,Finesse des vergers,,,France,Bio ,49.0,0.1,0.1,11.7,11.3,0.004,,,,Beverages,Fruit juices
Pur jus d’orange bio,,5.0,5.0,c,Finesse Des Vergers,,,France,Bio ,57.0,0.15000000596046,0.0,12.5,11.800000190735,0.0,,,,Beverages,Fruit juices
Pur jus d\'orange bio,,,,,Finesse des vergers,,,France,,,,,,,,,,,Beverages,Fruit juices
Pur jus d'orange Bio,,,,,Finesse des Vergers,,,France,"Bio, Point Vert ",,,,,,,,,,Beverages,Fruit juices
100 % pur jus orange avec pulpe,"1,75 L",5.0,5.0,c,"Auchan,L'oiseau,Auchan Production,Groupe Auchan",,Jus d'orange avec pulpe (2 %),France,"Point Vert, Fabriqué en France, Pur jus, Avec Pulpe, Bien se nourrir pour mieux vivre, Eco-Emballages, Naturellement source de vitamine C",48.0,0.1,0.1,11.0,11.0,0.04,,0.02,1.0,Beverages,Fruit juices
Jus d'orange 100% pur jus Naturellement riche en vitamines C,,8.0,8.0,d,Auchan,,,France,,198.0,0.20000000298023,0.050000000745058,10.60000038147,10.60000038147,0.0,,,,Beverages,Fruit juices
Rik & Rok bio pur jus d'orange,20 cl,2.0,2.0,c,Rik & Rok,,,France,"Bio, Bio européen, AB Agriculture Biologique, Agriculture UE/Non UE, FR-BIO-01 ",42.0,0.5,0.0,9.4,8.7,0.0,,,,Beverages,Fruit juices
Pur jus d'orange,1 l,4.0,4.0,c,"Auchan,Auchan Bio",,Jus d'orange biologique,France,"Bio, Bio européen, Agriculture UE/Non UE, FR-BIO-01, en:FSC, AB Agriculture Biologique ",50.0,0.2,0.0,11.2,10.2,0.012,,0.02,1.0,Beverages,Fruit juices
Pur jus d'orange sans pulpes,,4.0,4.0,c,Auchan,,,France,,49.0,0.2,0.0,11.1,10.0,0.004,,,,Beverages,Fruit juices
100% pur jus d'orange,1.5 L ,2.0,2.0,c,Auchan,,"Jus d'orange, pulpe d'orange 3%.",France,"Nutriscore, Nutriscore A",42.0,0.5,0.1,9.4,8.7,0.004,,,1.0,Beverages,Fruit juices
100% pur jus orange avec pulpe,1 L,2.0,2.0,c,Auchan,,Jus d'orange avec pulpe (2%).,France,"Point Vert, Nutriscore, Nutriscore C",39.0,0.5,0.1,8.7,8.7,0.004,,,1.0,Beverages,Fruit juices
Pur jus orange sans pulpe,,2.0,2.0,c,Auchan,,,France,,42.0,0.5,0.0,9.3999996185303,8.6999998092651,0.003999999910593,,,,Beverages,Fruit juices
Yaourt sur lit d'orange & jus de pamplemousse,300 g (2 * 150 g),5.0,5.0,c,"Mmm!,Auchan",,"_Lait_ entier 64,1%, crème (contient _lait_), sucre 8,6%, oranges 6,2% (pulpe et jus à base de jus concentré), pamplemousse à base de jus concentré 2,2%, amidon natif de manioc, épaississant: pectine, arômes naturels, conservateur: sorbate de potassium, ferments lactiques (contient _lait_), extrait de carotte.",France,"Produit en braille, Origine France",,7.0,3.9,13.0,13.0,0.04,,,4.0,Milk and dairy products,Milk and yogurt
100% pur jus orange,,2.0,2.0,c,Auchan,,,France,,39.0,0.5,0.1,8.7,8.7,0.004,,,,Beverages,Fruit juices
Jus d'orange avec plupes 100% pur jus,,,,,"Jafaden,Marque Repère",,,France,,,,,,,,,,,Beverages,Fruit juices
Pur jus orange,,3.0,3.0,c,Auchan,,,France,"Bio, Bio européen, IT-BIO-009 ",44.0,0.5,0.1,9.9,8.7,0.004,,,,Beverages,Fruit juices
Pur jus d'orange,20 cl,3.0,3.0,c,"Rik & Rok,Auchan",,,France,"Bio, Agriculture UE ",44.0,0.5,0.1,9.9,8.9,0.004,,,,Beverages,Fruit juices
Pur jus d'orange mangue,1l,4.0,4.0,c,Auchan,,"Jus d'orange biologique (80%), purée de mangue biologique (20%).",France,"Bio, Bio européen, AB Agriculture Biologique ",50.0,0.5,0.1,11.0,10.0,0.012,,,1.0,Beverages,Fruit juices
100% pur jus orange,1 L,4.0,4.0,c,Auchan,,Jus d'orange.,France,"Nutriscore, Nutriscore C",44.0,0.5,0.1,10.0,9.5,0.004,,,1.0,Beverages,Fruit juices
Pur jus orange mangue,,4.0,4.0,c,Auchan,,,France,"Bio, Bio européen, Agriculture non UE, Agriculture UE, Agriculture UE/Non UE, FR-BIO-01, Point Vert ",50.0,0.5,0.1,11.0,10.0,0.012,,,,Beverages,Fruit juices
Pur jus d'orange BIO,1 litre,4.0,4.0,c,Auchan,ue et non ue,Jus d’orange*.,France,"Bio, Bio européen, FR-BIO-01 ",46.0,0.5,0.1,11.0,10.0,0.012,,,1.0,Beverages,Fruit juices
Pur jus d'orange,1 L,4.0,4.0,c,Auchan,,,France,"Bio, Bio européen, AB Agriculture Biologique, Agriculture UE/Non UE, FR-BIO-01, Nutriscore, Nutriscore D ",50.0,0.5,0.1,11.0,10.0,0.012,,,,Beverages,Fruit juices
Pur jus orange mandarine et eau de coco,,0.0,0.0,b,Auchan,,,France,,35.0,0.5,0.1,7.6,7.5,0.0,,,,Beverages,Fruit juices
Pur jus orange,,,,,,,,France,,39.0,0.5,0.1,8.7,8.7,,,,,unknown,unknown
100% pur jus orange,,,,,Auchan,,,France,"No added sugar,Nutriscore,Nutriscore Grade C",42.0,0.5,0.1,9.4,8.7,,,,,Beverages,Fruit juices
100% pur jus d'orange,,2.0,2.0,c,Auchan,,,France,"Sans sucre ajouté, Nutriscore, Nutriscore C",42.0,0.5,0.1,9.4,8.7,0.004,,,,Beverages,Fruit juices
Jus d'orange 100% pur jus avec pulpe,1 L,2.0,2.0,c,Auchan,,"Jus d'orange, pulpe 3%.",France,"Nutriscore, Nutriscore C",42.0,0.5,0.0,9.4,8.7,0.012,,,1.0,Beverages,Fruit juices
100% pur jus orange sans pulpe,,3.0,3.0,c,Auchan,,,France,,44.0,0.8,0.1,8.1,8.1,0.0,,,,Beverages,Fruit juices
Pur jus orange,,4.0,4.0,c,,,,France,,46.0,0.1,0.0,10.4,10.4,0.004,,,,Beverages,Fruit juices
100% pur jus d'oranges pressées,,3.0,3.0,c,Andros,,Jus d'oranges.,France,"Sans sucre ajouté, Sans colorants, Sans conservateurs",41.0,0.1,0.0,9.1,9.1,0.004,,,1.0,Beverages,Fruit juices
Pur jus d'oranges bio,,3.0,3.0,c,Andros,,jus d'oranges issues de l'agriculture biologique.,France,Bio ,43.0,0.1,0.0,9.4,9.4,0.0,,,1.0,Beverages,Fruit juices
Andros jus orange pressé sans pulpe,,3.0,3.0,c,Andros,,,France,,40.0,0.1,0.0,9.1,9.1,0.004,,,,Beverages,Fruit juices
Concentré pour jus d'orange,,,,,,,,France,,45.0,0.0,0.0,10.8,10.0,0.0,,,,unknown,unknown
Pur jus d'orange,25 cl,4.0,4.0,c,Charles Papillon,,Jus d'orange blonde,France,"Sans additifs, Sans conservateurs",50.0,0.0,0.0,11.0,10.0,0.0,,,,Beverages,Fruit juices
Pur jus d'orange ,1L,,,,Bien Vu!,,,France,,,,,,,,,,,Beverages,Fruit juices
Pur jus d'orange,,4.0,4.0,c,Prix Mini,,,France,Nutriscore C,45.0,0.5,0.1,9.3,9.3,0.004,,,,Beverages,Fruit juices
L'orange à jus,,,,,,,,France,,,,,,,,,,,unknown,unknown
L'orange à jus,2 kg,,,,,,,France,,47.0,1.0,0.062,7.92,7.92,0.04,,,,unknown,unknown
L'orange a jus,2 kg,,,,,,,France,,,,,,,,,,,unknown,unknown
Pur jus d'orange sans pulpe,1 L,4.0,4.0,c,Garden Fruit,,Jus d'orange sans pulpe.,France,,44.0,0.5,0.1,10.0,10.0,0.004,,0.02,1.0,Beverages,Fruit juices
Pur jus d'orange pressé bio,,8.0,8.0,d,,,,France,"Bio, Sans sucre ajouté ",67.0,0.15,0.0,12.5,11.8,0.06,,,,Beverages,Fruit juices
Pur jus d'orange,,2.0,2.0,c,,,,France,Sans sucre ajouté,41.0,0.1,0.1,9.4,8.7,0.04,,,,Beverages,Fruit juices
Pur jus d'orange,1 l,2.0,2.0,c,Naturalia,,Jus d’orange issu de l'agriculture biologique.,France,"Organic, EU Organic, EU Agriculture, FR-BIO-01, AB Agriculture Biologique ",40.0,0.5,0.1,8.7,8.7,0.004,,,,Beverages,Fruit juices
Pur jus d'orange bio,1 litre ,,,,Coeur de nature ,,,France,Bio ,,,,,,,,,,Beverages,Fruit juices
Pur jus d'orange bio,,5.0,5.0,c,Jean d'Audignac,,,France,Bio ,45.0,0.1,0.0,10.0,10.0,0.12,,,,Beverages,Fruit juices
Pur jus d’orange,,3.0,3.0,c,Jean d'Audignac,,Jus d'orange. (origine : Costa Rica),France,,46.0,0.5,0.1,10.0,8.0,0.008,,,1.0,Beverages,Unsweetened beverages
pur jus d’orange du bresil,,,,,,,,France,,45.0,0.5,0.10000000149012,9.8000001907349,8.6999998092651,,,,,Beverages,Fruit juices
Pur jus d'orange BIO,1 L,,,,Jean D'Audignac,jus d'orange issu de l'agriculture biologique,Jus d'Orange issu de l'agriel ure bologiua,France,Bio ,45.0,1.0,0.0,10.0,10.0,,,,,Beverages,Fruit juices
Pur jus d'orange,1L,,,,Tous les jours,,,France,,,,,,,,,,,Beverages,Fruit juices
Nectar jus d'orange,6 x 20 cl,11.0,11.0,e,Tous Les Jours,,Jus d'orange à base de jus concentré 50% - eau - sucre,France,,42.0,0.0,0.0,9.8,9.6,0.0,,,3.0,Beverages,Sweetened beverages
Pur jus orange bio,25 cl,2.0,2.0,c,,,,France,"Bio, Bio européen, AB Agriculture Biologique, Agriculture UE ",40.0,0.0,0.0,8.7,8.7,0.004,,,,Beverages,Fruit juices
Pur jus d'orange bio,,2.0,2.0,c,,,,France,Bio ,41.0,0.1,0.0,9.4,8.7,0.012,,,,Beverages,Fruit juices
Pur jus d'orange,25 cl,4.0,4.0,c,Marcel Bio,,Jus d'orange issu de l'agriculture biologique,France,"Bio, Bio européen, FR-BIO-01, AB Agriculture Biologique ",45.0,0.0,0.0,10.4,9.7,0.0,,,1.0,Beverages,Fruit juices
